id_encuestado;Fecha;Edad;Genero;Pais de residencia;Nivel educativo alcanzado;Estado Nivel Ed;Ocupacion;Anio en que te hiciste fan;Album favorito;Cancion favorita ;Genero musical preferido;Primer album escuchado;Compra entradas;Cantidad de asistencia a conciertos;Compra merch oficial;Regrabación favorita;Momento de mayor impacto en mi vida;Nivel de identificación con sus canciones;Album más emotivo;Canción más emotiva;Conozco los Easter Eggs;Sigo a Taylor en redes;Soy fan de Taylor;Formo parte de grupos o foros;Participacion en debates de teorias;Interes mayor;Compra vinilo;Nivel Fanatismo
424;20/6/2024;34;3;1;2;3;2;2018;11;31;1;7;6;0;4;13;1;3;8;4;2;1;1;3;1;1;1;10
425;8/1/2024;47;1;8;4;1;5;2013;14;13;3;5;1;3;4;10;3;7;6;2;1;1;1;2;1;3;1;3
426;13/10/2024;33;3;4;1;1;5;2012;8;31;5;5;6;2;2;10;3;3;9;4;1;1;2;1;3;3;1;9
427;30/8/2024;34;2;9;1;2;2;2022;2;31;5;2;3;2;4;11;5;5;2;2;2;1;1;3;3;2;1;6
428;15/8/2024;53;1;3;1;1;2;2021;7;2;2;4;1;4;2;11;5;9;4;47;1;1;1;2;1;1;1;3
429;15/7/2024;37;1;9;6;2;5;2021;11;2;2;1;6;4;1;14;3;6;4;2;3;2;1;2;3;2;1;5
430;30/3/2024;32;3;1;4;1;5;2021;8;66;1;8;3;0;4;14;5;9;9;4;2;2;1;2;1;1;2;8
431;20/6/2024;46;1;8;2;3;4;2015;8;13;3;2;1;2;1;11;5;3;6;47;3;2;1;1;1;3;2;1
432;18/7/2024;52;1;5;6;1;4;2008;11;66;1;5;1;3;2;10;1;5;2;55;2;2;1;2;2;1;3;7
433;12/6/2024;23;2;5;3;1;3;2007;11;2;1;8;3;5;2;14;1;6;9;4;1;1;2;3;1;2;3;3
434;28/9/2024;31;3;8;1;3;3;2018;8;31;3;1;6;0;4;13;1;5;9;2;1;1;2;3;3;2;1;4
435;5/8/2024;26;3;5;1;3;2;2023;2;31;4;2;1;3;1;11;1;5;4;4;2;2;2;3;3;2;2;2
436;28/5/2024;57;3;6;1;3;1;2007;3;50;2;3;4;2;4;10;5;2;8;2;1;2;1;3;2;3;3;6
437;8/10/2024;30;2;5;1;2;2;2011;14;2;3;4;1;5;4;14;1;5;8;2;2;1;2;1;3;1;3;2
438;9/10/2024;40;2;1;1;1;5;2009;2;66;1;7;1;0;2;14;5;9;9;4;3;1;1;2;3;3;3;9
439;4/2/2024;39;3;8;3;1;4;2006;14;66;4;2;1;4;1;13;1;7;6;55;2;1;1;1;2;2;1;2
440;7/5/2024;58;1;5;3;3;3;2019;7;50;5;1;4;0;2;14;3;3;4;2;3;2;2;1;1;2;2;4
441;2/4/2024;26;1;5;1;1;2;2018;14;50;4;5;4;0;4;11;3;10;9;2;3;2;2;2;1;3;1;3
442;23/4/2024;62;1;8;4;2;1;2010;2;66;5;7;1;4;2;14;5;2;2;55;3;1;1;1;1;3;2;9
443;22/3/2024;39;2;6;6;3;2;2023;8;50;1;8;4;1;2;10;1;4;9;55;3;2;1;3;1;1;1;8
444;23/5/2024;35;3;9;3;3;5;2007;7;66;4;2;4;1;1;11;5;5;8;55;2;1;1;3;3;2;3;2
445;22/5/2024;27;3;5;2;1;3;2020;8;31;4;5;6;1;1;13;5;4;4;47;1;1;2;2;3;2;2;1
446;18/5/2024;34;2;5;4;3;1;2015;8;31;3;4;1;4;2;10;3;9;6;55;1;1;2;3;2;3;2;6
447;16/6/2024;36;1;9;3;2;5;2022;3;50;3;4;4;3;1;11;3;9;2;55;3;1;2;2;1;3;2;3
448;21/10/2024;26;2;6;2;2;1;2019;14;66;5;8;4;5;2;13;1;4;4;55;1;1;1;2;3;3;1;5
449;6/7/2024;54;2;9;2;1;2;2017;14;13;4;3;3;0;2;14;3;2;8;4;3;2;1;2;2;3;2;4
450;27/1/2024;41;2;6;4;1;1;2022;14;66;1;2;4;2;2;13;5;8;4;4;3;1;2;2;2;3;3;10
451;16/8/2024;30;2;8;4;1;3;2021;11;50;3;1;3;1;2;10;3;1;4;55;2;1;2;2;2;2;2;8
452;26/6/2024;62;3;4;4;2;5;2015;7;50;3;4;3;3;2;10;1;2;6;55;3;1;2;1;2;1;2;1
453;21/3/2024;64;1;9;2;1;3;2022;2;2;1;1;6;1;4;11;3;2;9;47;2;1;1;3;2;2;3;8
454;5/9/2024;33;2;6;1;1;4;2021;7;31;3;2;1;4;1;11;5;1;2;2;2;2;2;2;3;1;1;9
455;29/6/2024;33;3;8;4;3;5;2020;14;2;1;7;3;5;2;10;3;4;2;47;3;1;2;1;1;2;2;10
456;16/4/2024;20;2;3;1;1;2;2010;2;66;4;2;6;5;4;10;1;3;6;4;3;2;1;1;3;2;3;10
457;2/6/2024;46;2;5;6;3;5;2017;11;50;2;3;4;5;2;13;1;1;6;55;3;2;1;3;1;3;3;6
458;28/2/2024;45;1;6;4;1;3;2020;3;66;3;2;1;1;4;10;1;5;9;47;2;2;2;2;1;2;2;8
459;25/7/2024;42;1;1;6;2;3;2007;8;13;5;1;3;1;2;10;1;8;2;4;3;1;2;3;2;1;3;2
460;26/1/2024;34;3;9;2;1;1;2022;3;31;2;1;3;5;4;10;5;6;6;55;1;2;2;3;2;3;3;6
461;12/3/2024;38;1;4;6;2;3;2012;11;31;1;1;4;4;2;14;3;6;9;55;1;2;1;1;1;2;1;5
462;18/1/2024;23;2;1;4;3;3;2022;2;66;3;5;6;0;1;11;3;10;2;2;1;2;2;3;2;2;2;9
463;17/4/2024;63;1;1;1;3;5;2018;11;31;1;5;6;5;1;14;5;6;8;4;1;2;2;2;1;3;3;2
464;3/8/2024;54;2;5;6;3;5;2007;8;31;2;4;3;2;4;11;5;9;9;2;2;2;2;1;3;3;3;10
465;1/10/2024;21;1;9;4;1;4;2019;7;2;1;5;1;2;2;13;3;5;6;4;1;2;2;2;2;2;3;10
466;26/4/2024;49;1;3;3;2;5;2017;2;66;2;7;4;1;2;11;3;5;4;47;1;2;1;1;1;3;2;3
467;1/10/2024;47;1;8;1;2;2;2019;2;66;1;2;1;2;1;14;5;3;2;2;2;2;1;2;1;2;2;6
468;22/5/2024;62;3;4;2;1;3;2023;8;31;3;2;1;2;4;11;3;4;8;47;2;1;1;1;1;2;3;4
469;11/4/2024;36;2;4;3;1;1;2012;7;66;5;5;6;3;1;11;5;9;4;55;1;2;2;2;2;3;3;10
470;16/10/2024;54;3;1;2;3;4;2020;7;13;2;7;6;3;2;11;1;3;9;47;2;2;1;2;2;3;1;3
471;27/1/2024;49;2;4;2;1;4;2006;7;50;4;4;1;0;4;14;3;1;2;47;3;2;2;1;2;1;3;1
472;9/1/2024;58;1;4;1;3;3;2021;11;50;4;7;6;5;4;14;3;1;2;4;3;2;2;3;1;3;3;10
473;14/9/2024;55;1;8;4;3;5;2020;7;66;2;7;4;3;4;11;5;9;4;2;2;1;2;2;2;3;3;7
474;27/6/2024;33;1;4;4;3;2;2012;3;31;5;5;3;0;1;10;3;10;2;2;3;2;1;1;2;1;1;8
475;14/7/2024;47;3;5;3;1;2;2009;7;31;3;2;3;2;1;10;1;5;8;55;1;1;2;3;1;2;2;6
476;23/5/2024;62;1;5;2;3;1;2023;3;66;1;8;4;1;1;14;1;7;4;2;3;1;2;1;3;3;3;5
477;7/10/2024;20;3;8;6;3;2;2009;3;31;2;3;3;0;1;10;1;8;9;47;1;1;2;1;3;3;3;6
478;23/2/2024;62;3;8;3;1;5;2015;2;13;5;5;3;3;4;13;1;5;8;2;3;1;1;3;1;2;2;1
479;4/1/2024;38;2;5;3;1;4;2014;3;50;1;3;3;5;2;10;1;7;9;4;1;1;1;3;2;3;2;8
480;27/9/2024;45;3;8;4;3;4;2006;11;66;3;8;3;3;1;13;5;9;6;47;3;2;2;3;1;1;3;8
481;10/10/2024;51;1;4;3;3;5;2012;2;66;4;4;6;3;4;14;5;2;8;2;1;2;2;1;3;1;2;6
482;9/3/2024;64;3;1;3;3;5;2010;2;13;4;4;1;3;2;14;3;4;4;55;2;1;1;1;1;1;2;6
483;18/8/2024;21;2;1;2;1;1;2010;14;66;5;2;3;1;4;10;5;10;4;2;2;2;1;3;3;1;1;8
484;14/3/2024;62;1;4;4;1;2;2022;2;2;2;7;4;4;2;11;1;9;9;55;2;1;1;1;2;2;1;4
485;4/10/2024;54;2;4;3;2;1;2023;2;50;4;7;3;3;2;11;1;3;4;4;2;1;1;1;3;2;3;7
486;28/9/2024;64;1;9;2;1;3;2020;14;13;2;5;6;1;4;11;5;7;8;47;2;2;1;1;3;2;2;1
487;26/6/2024;19;3;4;3;2;1;2015;11;50;5;4;6;1;2;10;1;8;6;55;1;1;1;3;2;2;1;8
488;10/2/2024;62;1;3;6;3;2;2007;14;2;4;5;1;4;4;11;3;5;6;55;1;2;2;2;3;2;3;4
489;21/9/2024;47;3;3;3;2;4;2019;11;50;4;1;6;2;1;14;1;5;2;4;2;1;2;1;2;1;3;2
490;20/6/2024;49;1;5;6;1;3;2023;3;2;2;4;1;4;4;13;3;9;9;4;2;2;2;1;1;3;3;7
491;20/4/2024;51;3;1;4;3;5;2013;14;50;3;7;4;5;2;10;5;3;2;47;3;1;1;1;3;3;1;10
492;29/8/2024;29;1;1;3;2;2;2023;8;50;3;8;1;2;2;10;5;7;2;2;1;2;1;3;1;3;3;10
493;17/6/2024;31;1;4;3;1;4;2016;2;66;5;8;3;5;4;14;3;8;4;47;3;1;2;1;3;3;3;2
494;5/9/2024;40;3;3;4;1;3;2008;3;2;1;4;6;4;2;11;1;3;2;4;3;1;1;2;1;2;3;6
495;28/6/2024;21;2;6;1;2;1;2022;3;31;1;5;6;0;1;11;5;10;2;47;2;1;1;3;3;1;1;5
496;20/3/2024;32;3;3;1;1;2;2018;14;13;3;8;4;1;4;11;5;7;8;2;2;2;2;2;3;1;3;7
497;18/1/2024;29;2;3;3;3;2;2014;11;31;5;3;3;4;4;14;1;8;9;55;3;1;2;2;2;1;1;4
498;27/9/2024;57;1;9;2;2;3;2021;7;31;5;2;3;2;2;11;1;7;2;47;2;2;2;1;3;3;1;5
499;5/8/2024;57;2;5;3;3;2;2012;2;13;3;8;1;4;4;14;5;1;6;2;2;2;2;3;1;2;2;5
500;16/8/2024;54;3;1;6;1;1;2020;11;2;3;3;3;3;1;11;3;1;8;2;1;2;2;1;2;2;3;2
501;17/7/2024;41;3;8;6;3;5;2012;8;50;5;1;3;4;4;13;3;10;2;4;3;1;2;3;1;1;3;7
502;24/4/2024;32;1;4;4;1;3;2022;11;2;4;8;4;3;4;14;1;8;8;4;3;1;2;1;1;2;2;10
503;25/6/2024;43;3;4;3;1;4;2012;7;31;4;7;3;2;2;10;3;8;2;47;1;2;1;3;1;1;1;7
504;1/9/2024;47;2;8;3;1;1;2011;7;66;2;2;4;0;4;13;3;8;2;2;2;1;1;2;3;2;2;4
505;31/1/2024;41;2;8;2;3;1;2014;2;50;1;5;4;1;4;13;1;6;4;2;3;2;2;3;1;2;2;5
506;8/2/2024;19;2;1;2;1;4;2011;2;31;2;3;4;5;2;14;5;7;2;47;1;2;2;1;3;2;3;5
507;2/1/2024;56;1;3;1;2;3;2007;3;50;4;1;4;1;1;14;3;4;8;2;2;2;2;3;2;1;2;1
508;27/3/2024;59;3;8;3;1;4;2012;8;66;2;3;1;5;2;11;1;2;6;55;2;2;1;2;1;3;2;2
509;16/10/2024;40;2;8;1;3;5;2016;11;2;2;3;3;5;1;10;1;6;6;4;3;2;2;2;1;3;2;1
510;12/9/2024;35;2;6;2;2;4;2009;3;13;1;5;1;2;4;11;3;6;4;2;2;1;1;1;2;2;3;7
511;11/1/2024;20;3;1;6;1;2;2020;7;2;5;4;4;2;1;13;1;2;4;2;1;2;1;2;2;3;3;7
512;25/2/2024;55;1;3;3;1;2;2023;2;50;4;2;3;0;4;13;1;10;2;2;1;1;1;3;3;1;1;6
513;15/10/2024;46;1;4;1;2;2;2020;14;31;5;8;6;1;4;13;5;1;9;2;2;2;2;1;3;2;1;3
514;9/1/2024;33;3;4;3;3;3;2020;3;31;4;4;3;2;2;14;5;4;8;47;2;2;1;2;2;3;3;4
515;28/3/2024;44;2;4;2;2;3;2013;2;31;5;2;4;4;4;10;1;6;6;55;1;2;2;3;1;2;3;5
516;26/9/2024;59;2;4;3;1;1;2016;14;66;3;7;1;0;4;11;3;6;8;2;3;1;2;2;3;1;1;6
517;15/10/2024;55;3;9;1;2;2;2009;14;66;4;1;6;1;4;14;5;8;8;47;2;1;2;3;3;2;3;6
518;24/7/2024;36;2;5;3;2;3;2015;3;50;5;8;6;1;2;13;3;9;4;55;1;2;2;2;2;3;2;9
519;18/2/2024;20;2;9;3;3;3;2018;14;50;4;4;1;3;2;13;5;1;2;47;3;1;2;1;2;1;3;4
520;22/4/2024;37;3;5;6;1;3;2020;8;50;2;1;4;5;4;11;1;1;2;47;3;1;2;2;2;2;3;1
521;17/10/2024;39;2;9;2;1;3;2011;8;50;4;8;4;4;1;10;3;1;8;47;1;1;1;1;3;1;1;10
522;10/6/2024;54;3;1;3;2;2;2009;8;31;1;8;6;4;1;13;3;1;4;47;1;1;1;1;2;2;3;6
523;14/1/2024;28;1;9;6;1;5;2015;7;50;1;2;3;0;1;11;3;8;6;55;3;2;2;1;1;2;3;6
524;26/9/2024;36;1;4;3;3;5;2012;14;66;5;1;6;5;2;14;1;5;8;47;3;1;1;2;1;1;1;10
525;10/6/2024;22;2;9;4;2;3;2023;3;2;5;8;3;0;4;13;3;8;9;55;3;1;2;1;2;1;2;1
526;2/6/2024;60;3;4;6;3;2;2008;14;31;1;2;3;0;4;10;1;7;4;55;1;2;2;1;3;2;2;10
527;17/8/2024;31;3;4;6;1;4;2020;8;2;4;7;6;3;4;11;5;2;4;47;1;2;1;2;2;1;1;9
528;3/10/2024;35;3;4;4;1;4;2014;11;31;1;3;4;5;1;10;5;4;9;2;1;2;2;1;2;1;1;3
529;14/1/2024;52;2;1;4;1;2;2015;3;13;3;7;1;3;2;10;5;9;8;55;3;2;1;1;3;1;3;7
530;20/1/2024;52;1;3;2;2;5;2007;8;50;3;8;6;4;1;11;3;2;2;55;1;1;2;3;2;2;3;6
531;22/10/2024;56;1;3;3;2;1;2009;7;13;5;5;3;4;2;10;5;8;4;2;1;2;2;2;3;2;1;10
532;15/8/2024;57;3;6;1;1;3;2021;14;50;1;7;4;3;2;11;1;2;8;2;1;1;1;1;2;3;1;5
533;21/1/2024;38;3;1;3;1;3;2006;8;13;1;3;1;2;2;10;1;8;6;4;3;2;2;2;2;1;2;9
534;12/5/2024;19;3;3;4;1;1;2013;2;50;3;7;3;0;4;11;5;9;8;55;1;2;1;3;2;1;2;2
535;16/5/2024;49;1;6;3;2;1;2018;2;31;4;2;1;3;2;14;3;5;9;47;3;1;1;2;1;2;1;9
536;21/7/2024;64;1;3;1;1;1;2009;8;13;2;4;6;1;2;10;3;2;8;47;2;1;2;3;3;2;3;10
537;19/10/2024;58;3;9;3;2;2;2023;11;2;2;7;4;1;1;10;5;1;6;47;3;2;2;2;3;3;3;7
538;16/6/2024;47;2;4;2;2;4;2016;3;66;2;5;3;0;1;14;5;10;8;2;1;1;2;1;3;1;2;4
539;26/3/2024;20;2;9;6;3;4;2006;2;31;3;1;1;5;4;13;3;1;2;2;3;1;2;3;2;3;1;4
540;27/8/2024;36;1;4;6;2;1;2018;7;13;2;5;1;4;2;10;3;8;6;2;1;1;2;2;2;1;2;2
541;18/2/2024;18;1;5;1;1;5;2011;7;66;2;4;6;3;2;10;3;9;9;2;3;2;2;2;1;2;1;6
542;17/3/2024;18;1;4;3;3;4;2017;14;66;3;1;6;2;2;10;5;1;4;2;2;2;1;1;2;3;2;5
543;12/7/2024;33;3;1;4;2;1;2015;2;13;1;8;1;2;4;11;3;2;8;2;3;1;1;2;1;3;2;7
544;20/7/2024;50;2;6;4;3;2;2012;7;2;4;4;3;3;1;11;5;3;4;2;1;2;2;1;3;3;1;4
545;25/8/2024;42;1;3;1;2;4;2018;3;2;4;7;4;3;2;13;1;8;8;55;2;2;2;3;1;3;3;6
546;24/5/2024;62;3;5;3;3;4;2016;14;50;1;3;4;4;4;10;3;4;8;4;2;2;1;1;2;3;2;1
547;18/2/2024;30;2;6;2;2;2;2020;14;31;4;8;1;4;1;14;5;2;2;47;2;1;2;2;1;3;1;4
548;13/3/2024;28;3;8;6;1;1;2008;14;50;2;4;1;4;4;13;3;1;2;4;3;2;2;3;2;1;1;10
549;5/2/2024;39;1;1;1;2;4;2012;8;50;3;2;3;5;1;10;3;9;8;4;3;2;1;3;3;3;1;3
550;19/1/2024;30;2;8;2;1;1;2011;7;13;3;3;4;3;2;10;1;9;2;2;1;2;1;1;2;3;3;9
551;19/4/2024;22;2;6;4;2;1;2012;7;50;4;5;1;3;1;14;5;8;2;2;1;1;2;3;1;2;1;4
552;1/10/2024;38;1;4;4;3;3;2010;3;2;1;5;4;3;1;11;1;3;8;55;3;1;1;3;1;1;2;3
553;1/7/2024;54;3;8;6;3;5;2014;7;13;2;7;3;2;4;11;1;4;2;2;1;1;1;1;1;3;3;1
554;9/4/2024;42;3;3;6;3;2;2012;14;13;3;5;1;1;4;10;5;6;8;47;2;1;1;2;3;2;2;8
555;27/4/2024;26;3;9;6;1;2;2022;3;31;4;2;4;1;2;10;3;2;6;2;1;2;2;3;1;3;1;1
556;21/6/2024;19;3;4;6;1;5;2012;2;2;4;7;1;3;1;13;1;1;4;47;2;2;2;3;1;2;3;7
557;17/2/2024;58;2;4;1;3;3;2009;7;13;5;4;3;0;4;11;1;8;6;2;2;2;1;1;2;2;1;3
558;8/8/2024;36;2;4;4;2;2;2015;11;2;2;8;3;3;1;14;5;9;8;55;3;2;1;3;3;2;3;1
559;14/7/2024;19;3;6;3;3;4;2009;7;13;5;5;4;4;2;14;3;2;2;47;3;2;2;2;3;3;3;7
560;24/7/2024;43;2;9;4;2;3;2011;3;2;4;7;3;0;4;14;3;7;4;55;1;2;2;1;1;2;2;2
561;24/4/2024;33;2;1;4;1;4;2022;3;13;5;7;3;1;2;11;3;8;6;55;3;1;1;1;2;3;2;1
562;30/5/2024;61;1;8;1;3;3;2013;3;2;2;1;4;4;2;10;5;9;4;4;1;1;1;3;2;3;1;7
563;9/7/2024;32;3;4;6;1;2;2022;11;66;2;4;1;4;4;10;1;3;2;55;2;1;1;2;3;2;3;5
564;28/3/2024;34;1;1;1;1;4;2008;3;2;2;5;1;5;2;13;3;6;4;4;2;2;2;2;2;2;2;7
565;7/7/2024;41;2;6;1;1;1;2019;11;50;4;8;1;5;1;11;3;1;4;47;3;1;1;3;3;2;2;4
566;5/9/2024;44;3;1;2;2;1;2018;3;2;4;2;4;2;4;11;1;10;8;47;1;2;2;1;1;3;3;9
567;15/4/2024;45;2;6;4;1;2;2010;3;13;1;4;3;3;2;14;5;2;2;4;2;2;2;2;3;3;2;3
568;13/3/2024;18;3;4;3;2;3;2007;3;50;3;7;3;1;4;10;3;7;4;2;3;1;1;1;3;1;3;10
569;29/4/2024;47;2;6;1;2;5;2013;8;31;5;8;6;1;4;11;1;1;9;4;1;2;2;1;2;2;1;6
570;30/1/2024;21;3;4;4;3;3;2014;8;50;4;2;1;3;1;14;5;1;2;47;3;1;2;1;3;1;2;9
571;7/10/2024;62;1;5;6;1;2;2023;14;2;5;5;4;5;2;14;5;4;6;4;2;2;2;1;3;2;1;2
572;30/3/2024;29;2;3;4;3;4;2010;3;50;5;7;4;0;1;14;5;1;9;4;3;1;1;2;2;1;3;10
573;14/2/2024;37;1;9;1;2;3;2023;2;13;5;3;6;1;1;13;1;4;4;55;3;2;2;3;2;3;1;7
574;9/1/2024;32;3;4;3;1;3;2014;11;13;5;8;1;2;2;11;3;8;2;55;2;1;2;3;3;3;3;6
575;17/8/2024;53;1;9;6;2;1;2017;7;13;1;3;3;1;4;10;1;5;6;2;3;1;2;2;1;3;3;2
576;3/5/2024;18;2;6;4;2;4;2013;3;50;2;1;1;4;2;10;5;10;2;2;1;1;1;2;2;1;3;5
577;9/3/2024;43;1;4;3;1;2;2012;2;31;2;2;3;5;1;14;1;10;6;55;1;1;1;1;2;3;3;5
578;26/6/2024;49;3;6;2;3;5;2022;2;50;1;7;1;2;4;13;1;4;6;4;1;1;2;1;3;3;1;4
579;27/9/2024;46;2;8;2;3;5;2018;14;66;4;1;1;5;4;11;1;3;9;55;1;2;1;2;1;1;1;7
580;16/8/2024;54;1;4;2;3;3;2015;8;50;2;2;3;2;2;13;5;2;9;47;2;1;2;1;2;2;3;10
581;26/7/2024;18;2;6;2;3;2;2006;11;66;4;7;4;5;1;13;1;10;4;55;1;1;2;3;2;2;1;1
582;23/7/2024;62;2;9;6;2;2;2013;3;31;3;7;6;3;2;11;1;6;8;2;2;1;2;3;3;1;1;7
583;21/4/2024;36;2;4;1;3;2;2009;7;50;5;7;1;1;4;14;3;9;6;47;3;1;1;3;1;2;2;9
584;25/4/2024;62;1;5;3;3;3;2013;3;2;3;5;3;3;2;10;3;9;8;4;1;2;1;3;3;1;3;1
585;6/6/2024;45;1;4;6;3;2;2016;3;2;1;7;6;3;1;14;3;8;2;2;1;2;2;3;2;3;3;4
586;30/1/2024;64;1;8;1;3;5;2013;2;66;1;2;6;1;1;11;5;4;6;55;1;2;2;2;2;2;3;8
587;10/8/2024;29;1;3;1;2;2;2017;8;66;4;7;4;2;2;10;5;9;4;2;2;2;2;2;2;2;1;4
588;20/3/2024;22;1;4;6;1;2;2013;11;50;1;3;4;0;2;11;1;8;6;4;2;1;1;2;2;3;2;2
589;28/8/2024;30;1;1;3;2;2;2009;2;13;5;7;6;3;1;11;3;1;2;47;3;1;1;2;2;2;1;8
590;11/1/2024;43;1;9;1;2;2;2020;8;13;1;7;6;4;1;10;5;6;2;47;1;2;1;3;1;3;1;2
591;24/10/2024;30;2;5;6;2;2;2013;14;66;3;1;1;3;2;10;3;2;4;47;2;2;2;3;2;3;2;5
592;14/7/2024;42;3;1;1;2;1;2021;8;50;4;5;1;4;2;13;3;5;9;2;1;1;2;2;1;3;2;1
593;14/3/2024;35;3;4;4;2;3;2009;7;31;5;3;6;0;4;10;5;4;8;47;2;2;2;3;2;3;2;4
594;11/5/2024;52;1;9;4;2;5;2012;8;31;1;8;3;2;2;10;5;6;2;47;3;1;2;1;2;1;3;4
595;29/6/2024;57;2;3;2;1;1;2007;11;13;1;5;6;0;1;11;3;9;4;4;3;1;1;3;1;3;3;9
596;26/9/2024;30;1;3;2;2;5;2009;8;13;4;8;4;2;2;14;1;3;9;2;1;1;2;2;3;3;1;6
597;18/8/2024;62;1;3;4;1;3;2008;8;31;3;1;3;5;4;11;5;6;9;55;2;2;1;1;3;3;2;9
598;24/3/2024;59;1;9;2;1;3;2017;7;66;2;4;6;0;2;14;1;7;6;55;2;1;2;1;3;3;3;2
599;15/9/2024;27;2;9;2;2;5;2019;11;50;2;7;4;2;4;14;1;4;2;4;1;1;1;1;1;2;2;10
600;1/2/2024;42;1;9;6;2;2;2016;7;66;4;4;6;3;4;13;5;5;9;55;1;2;2;1;1;1;3;6
601;20/3/2024;19;3;5;4;1;4;2011;7;2;1;2;3;2;2;10;5;7;6;4;1;1;1;2;1;2;2;8
602;26/6/2024;62;2;3;2;2;1;2007;8;13;4;4;4;4;1;14;1;2;6;4;1;1;1;1;2;2;2;10
603;13/1/2024;41;3;5;6;3;1;2023;8;50;2;4;6;1;2;14;3;3;8;47;1;2;2;3;3;1;1;10
604;16/9/2024;32;3;9;6;1;4;2016;14;66;5;7;1;2;2;10;3;7;8;4;1;1;1;2;3;2;3;7
605;23/2/2024;32;3;1;1;1;2;2011;8;31;3;2;3;2;4;13;5;5;9;47;2;2;2;2;3;2;2;4
606;17/10/2024;25;3;9;6;3;1;2020;3;13;2;5;1;2;4;11;3;5;4;4;1;2;1;1;1;2;2;2
607;2/7/2024;28;2;3;6;3;3;2014;3;13;4;3;4;2;4;14;3;10;4;47;2;1;1;2;2;1;3;10
608;21/9/2024;28;1;9;2;1;5;2014;3;13;3;3;1;3;4;11;5;7;6;55;1;2;2;2;2;3;2;5
609;27/1/2024;53;1;9;2;2;5;2008;7;50;1;5;6;3;2;14;5;7;6;4;3;1;1;3;3;1;2;3
610;17/3/2024;64;3;4;6;2;2;2007;14;66;4;5;3;2;1;11;3;5;4;2;1;1;2;3;2;1;2;5
611;15/10/2024;29;2;3;4;3;4;2013;7;2;5;8;3;4;4;14;3;6;2;47;3;2;1;1;1;1;1;5
612;22/5/2024;31;3;8;1;2;3;2012;11;2;5;3;4;5;2;13;5;10;8;47;2;1;2;3;1;3;2;3
613;6/3/2024;25;2;4;3;1;3;2023;14;13;4;1;6;4;1;11;1;7;9;47;3;1;2;1;1;3;3;9
614;6/10/2024;44;3;5;6;1;1;2014;7;50;2;5;3;3;1;13;3;10;9;55;1;1;2;3;1;3;2;2
615;23/8/2024;35;1;3;3;2;5;2009;8;2;3;5;1;5;2;14;5;6;6;55;3;2;2;2;2;3;3;5
616;7/9/2024;24;1;4;2;3;4;2008;11;31;4;1;1;3;2;10;3;6;9;2;3;2;1;3;2;1;1;6
617;30/8/2024;24;1;6;1;2;3;2023;14;66;1;3;4;2;2;13;3;9;9;47;3;1;1;1;1;3;2;3
618;11/10/2024;54;2;5;2;2;5;2022;8;66;2;1;1;0;2;10;5;9;6;55;1;1;1;3;3;2;2;4
619;2/8/2024;55;3;1;6;3;4;2013;7;50;1;7;4;4;2;11;3;6;4;2;3;2;1;2;3;2;2;1
620;9/5/2024;40;1;5;2;2;1;2011;8;50;4;4;1;0;4;10;3;10;9;4;2;1;1;3;1;3;1;10
621;27/3/2024;27;3;1;3;3;4;2009;11;66;3;3;4;5;1;10;3;3;9;2;2;1;2;1;1;3;2;8
622;3/8/2024;58;2;6;2;3;5;2021;7;13;5;1;1;3;1;13;1;10;6;2;2;1;1;2;3;1;3;5
623;18/6/2024;47;3;3;3;1;3;2015;7;50;1;1;6;0;2;11;5;2;4;4;1;1;2;1;3;3;2;9
624;3/4/2024;57;2;1;2;1;2;2015;7;2;2;3;3;2;1;13;5;3;4;47;2;2;2;2;3;2;1;4
625;16/5/2024;29;1;3;6;1;4;2022;7;66;2;2;4;4;4;10;5;7;8;47;1;2;1;1;3;1;3;7
626;22/6/2024;54;3;4;2;3;4;2011;3;50;4;7;3;0;4;14;3;2;2;2;3;1;1;2;2;2;3;2
627;12/6/2024;41;3;3;3;3;3;2019;2;66;4;3;1;2;4;13;5;6;6;4;3;2;2;3;1;3;2;10
628;25/3/2024;23;3;1;3;1;3;2013;14;31;2;3;3;5;2;11;1;9;2;2;1;2;2;1;1;3;3;9
629;7/10/2024;52;3;3;3;3;4;2014;8;50;5;2;4;4;2;10;1;3;9;55;3;2;2;2;2;3;2;10
630;8/10/2024;23;3;1;6;3;5;2011;14;31;2;4;4;2;4;14;5;6;2;47;1;2;2;3;2;2;2;3
631;11/2/2024;23;3;4;1;2;1;2016;7;31;5;8;6;0;4;14;3;3;9;55;2;1;2;1;1;2;1;4
632;3/8/2024;63;2;5;3;2;2;2008;8;2;1;2;4;3;1;11;1;10;2;4;1;2;2;1;1;3;1;3
633;31/8/2024;34;1;6;3;1;2;2016;8;31;3;5;3;0;4;13;1;4;8;2;3;2;2;3;2;2;3;6
634;7/3/2024;34;2;6;2;1;5;2010;11;50;1;7;4;2;2;13;5;9;9;2;3;1;2;1;3;1;3;2
635;24/5/2024;43;1;8;6;2;5;2017;2;2;2;2;6;5;2;14;3;3;4;2;2;1;1;3;3;3;2;7
636;15/9/2024;41;1;3;3;3;3;2008;3;31;3;3;1;2;1;13;1;9;2;2;1;1;2;1;3;1;1;4
637;25/8/2024;41;2;6;3;2;5;2016;3;66;1;1;3;5;1;10;1;9;4;47;1;1;2;2;3;1;1;5
